   0.13694,   0.04005,  -0.27749,  -0.02651,  -0.23327,   0.01172,  -0.14805,  -0.11600,  -0.01508,   0.32058,   0.03069,   0.20395,  -0.30071,  -0.23617,   0.02147,  -0.30717,  -0.11581,  -0.35143,   0.34002,  -0.22483,   0.17832,  -0.00144,   0.04534,   0.09676,   0.13218,  -0.27474,   0.03499,   0.06496,   0.01036,  -0.20024,   0.35119,   0.10481,  -0.10509,   0.07234,  -0.16946,   0.24531,   0.18311,  -0.35810,   0.00821,   0.24389,  -0.07381,  -0.22081,  -0.02723,  -0.27444,  -0.09214,   0.14678,   0.10287,  -0.37589,  -0.12929,   0.11149,   0.15346,  -0.11074,  -0.01496,   0.11646,  -0.19864,   0.00287,   0.16560,  -0.26695,  -0.05797,   0.15207,  -0.30186,   0.17496,  -0.24139,  -0.10415,   0.08136,   0.37080,  -0.34250,  -0.27910,  -0.01464,   0.16133,   0.18886,  -0.01217,   0.05080,  -0.26090,   0.29208,   0.16206,   0.07144,  -0.00254,   0.03171,  -0.02882,   0.02303,   0.09092,  -0.05722,   0.06837,   0.01958,   0.16958,   0.28048,  -0.13808,  -0.07426,   0.04105,   0.27488,   0.16603,   0.10788,   0.10747,  -0.07300,   0.20272,   0.09414,  -0.18604,   0.13868,  -0.05117,  -0.04989,   0.08692,  -0.00863,  -0.17931,   0.17423,  -0.00710,   0.10902,   0.14704,   0.00016,   0.11999,   0.04268,   0.05056,  -0.09485,  -0.21819,  -0.17081,   0.00884,  -0.12566,   0.03794,  -0.26470,  -0.24718,   0.15713,   0.26114,   0.23307,   0.11047,   0.03626,   0.10169,  -0.10782,  -0.06093,   0.00000
   0.90906,  -0.39544,   0.73091,   1.24899,  -0.18224,   0.20631,   0.72341,   0.12111,   0.56131,  -0.45194,  -0.11899,   0.70771,  -0.03335,  -0.26648,  -0.16945,  -0.35388,   0.00769,   0.61744,   0.86335,   0.10893,   0.02524,   0.33976,   0.49826,   1.57539,   0.46509,  -0.69183,  -1.52256,  -0.50644,   0.15665,  -0.08446,  -0.62974,  -0.12220,   0.09519,   0.76321,   0.13473,  -0.51604,   0.06393,  -0.24449,   0.28918,  -0.04276,  -0.53084,  -0.48442,  -1.42614,  -0.64284,   0.40269,   1.56775,  -0.24201,  -1.64642,   1.01635,  -0.00174,   0.86996,   0.10496,  -1.67225,   0.63584,  -0.89156,   1.17997,   0.52225,  -0.06084,  -0.42039,  -0.20595,  -1.30398,   1.43115,  -1.68682,   1.27529,  -0.44997,  -0.36349,  -0.69962,  -0.64574,  -0.22043,  -0.64825,   0.22286,   1.06840,  -1.04162,   0.07104,   0.20998,   0.86206,   0.38443,   0.46745,  -0.37215,   0.41505,  -0.52663,   0.51653,   0.69113,  -1.10997,   0.85633,   0.34221,   0.42056,  -0.11747,  -1.11461,  -2.09369,  -0.90694,  -0.69380,   0.02585,   0.25341,  -0.32440,  -0.00949,   0.75263,  -0.62741,   0.88010,  -0.60962,  -0.22936,   0.53637,  -1.91201,  -0.30147,   0.82428,  -0.29657,  -0.82492,   0.71265,   0.43288,   0.90787,   0.46399,  -0.43654,  -0.28802,  -0.17847,  -0.14128,   0.08141,  -1.33211,   1.00444,   1.03270,  -0.05448,  -0.57913,   0.40767,  -0.41938,  -0.51944,   0.17419,  -0.41641,   0.93987,  -0.15152,   2.00000
   0.49166,   0.09637,  -0.88892,  -0.42070,  -0.50381,  -0.21931,   1.31348,  -0.16582,  -0.61644,   0.19563,  -0.62099,   0.10149,  -0.31216,   0.45981,  -0.64076,  -0.93296,  -0.16604,  -0.09008,   0.52236,  -0.42125,   0.00410,   1.51665,  -1.08939,   0.46269,  -0.12630,  -1.53971,   0.45657,  -0.06813,  -1.09699,  -1.36675,   1.66217,  -0.11208,  -0.31032,   0.40866,  -1.26665,   0.39121,   1.01312,  -0.28782,  -1.01097,   0.71390,   0.64317,  -1.83830,   1.24035,   0.21436,   0.42047,   0.19759,   0.74720,  -1.44599,   0.94283,   0.56583,   0.17340,  -1.68463,   0.51976,  -0.16757,   0.52649,  -0.04040,   1.33700,  -0.60945,   0.93255,  -0.56756,   0.06730,  -0.90689,   0.05200,  -0.00714,   1.55586,   2.30519,   0.65476,  -0.02037,   0.61569,   0.20411,   0.82445,   0.33306,  -0.04111,  -0.37041,   0.02161,  -1.03382,   0.50238,   0.34394,  -1.03468,  -0.60159,  -0.16066,   0.46228,  -0.60053,  -1.27976,  -0.10287,   0.21561,   1.20099,   0.45287,   0.29463,   0.41766,   1.03608,   0.75797,   1.00242,   0.09238,  -0.48721,   0.59143,  -0.96298,   0.17364,   0.73767,   0.69446,  -0.72540,   0.18943,   0.86969,  -0.26796,  -0.13353,   0.31327,   1.18201,  -0.40402,  -0.46233,  -0.15407,  -0.94880,   0.44228,   0.70806,   0.18697,   0.21967,   0.97998,  -0.31427,  -0.48220,  -1.43553,  -0.58634,   0.79237,  -0.18541,  -0.10304,   0.94227,   1.31181,  -0.19642,  -0.32928,  -1.50231,   1.00000
   1.24197,   0.37028,  -0.56844,  -1.18393,   0.82462,  -1.15646,   0.31671,  -1.54253,  -0.42023,   0.80038,  -0.43509,  -0.13865,  -0.53973,   0.44815,  -0.61918,   0.24332,  -1.06449,  -0.00997,  -0.06303,  -0.43743,   0.30611,   0.77789,  -1.10155,   0.40502,  -0.81220,  -0.89183,  -0.54751,  -0.38678,  -0.21003,  -0.35755,   0.97683,   0.02143,   0.56403,   0.56993,  -0.19636,   0.25658,   0.99954,  -0.60552,  -1.70038,  -0.05280,   0.49548,  -1.56042,   0.49854,   0.41424,   0.64650,   1.04702,   0.89126,  -0.68069,  -0.55860,   1.00872,  -0.85266,   0.70250,   0.58711,  -1.02922,   0.37226,  -0.73274,   0.28417,   0.10426,  -0.54734,  -0.25104,   0.49467,  -0.20584,  -0.59482,   0.50838,   0.59589,   2.22686,   1.33696,  -0.63999,   0.81734,   0.22077,   0.18826,   0.54982,  -0.54341,  -0.09170,   0.59607,   0.02944,  -0.01540,  -0.29376,  -0.69703,  -0.98917,  -0.57065,   0.24112,  -1.11459,   0.06381,  -0.52575,  -0.15074,   0.42005,  -0.11835,   1.14685,   1.35541,   0.25409,   1.40021,   1.17719,   0.79389,  -0.19982,   0.67298,  -1.40284,  -0.63714,   0.11888,   0.26648,  -1.87920,  -0.30085,   0.57452,   0.69491,  -1.07995,  -0.00950,   0.83660,  -0.90275,   0.14619,   0.01427,   0.05210,   0.01613,   0.64840,  -0.17687,   0.39141,   0.59744,   0.94977,  -0.64538,  -1.00680,  -0.20332,  -0.71830,  -0.31293,   0.47464,   0.25276,   1.69250,   0.56757,  -1.61930,   0.64950,   1.00000
   0.12536,  -0.03957,  -0.30510,   0.08457,  -0.26516,  -0.01499,  -0.05104,  -0.07087,  -0.01176,   0.22767,   0.02120,   0.21960,  -0.28890,  -0.28756,   0.03311,  -0.27469,  -0.07520,  -0.28517,   0.36274,  -0.28252,   0.14898,   0.10766,   0.05840,   0.12560,   0.16491,  -0.33782,   0.02915,   0.04052,  -0.07157,  -0.24202,   0.32098,   0.08000,  -0.09352,   0.01387,  -0.25041,   0.20416,   0.14253,  -0.41578,   0.06016,   0.26868,  -0.04526,  -0.18446,  -0.04260,  -0.24267,  -0.12130,   0.11724,   0.06899,  -0.45220,  -0.10026,   0.10421,   0.16058,  -0.21411,   0.06980,   0.16331,  -0.16729,   0.03374,   0.13492,  -0.33259,   0.00397,   0.11045,  -0.30583,   0.15454,  -0.24929,  -0.04478,   0.08065,   0.36079,  -0.32710,  -0.23138,  -0.02896,   0.11990,   0.19904,   0.04991,   0.07915,  -0.21318,   0.28920,   0.06522,   0.11658,   0.04015,  -0.01202,  -0.02255,   0.04354,   0.12698,  -0.06918,   0.03614,   0.09584,   0.17232,   0.27593,  -0.09362,  -0.09512,   0.05617,   0.31442,   0.10813,   0.16974,   0.19630,  -0.11081,   0.23096,   0.16843,  -0.15082,   0.20394,  -0.01497,  -0.00482,   0.10025,  -0.00295,  -0.17161,   0.25037,  -0.03168,   0.08067,   0.18610,  -0.01724,   0.09243,   0.00166,   0.05221,  -0.02962,  -0.18974,  -0.09108,   0.03157,  -0.10515,   0.07982,  -0.25915,  -0.22805,   0.21497,   0.23131,   0.26646,   0.09331,   0.05466,   0.12507,  -0.07721,  -0.18499,   0.00000
  -0.14069,  -0.20912,  -0.58551,   0.40958,  -0.54180,  -0.12501,  -0.09274,   0.20286,  -0.07581,  -0.09861,   0.27740,   0.20272,  -0.19632,  -0.57960,  -0.23980,  -0.41390,  -0.18588,  -0.52131,   0.37148,  -0.39261,   0.12244,   0.13067,   0.40266,   0.36758,   0.51858,  -0.21873,   0.54298,   0.08829,  -0.06645,  -0.67443,   0.10807,   0.07121,  -0.24478,  -0.04045,  -0.43875,   0.34163,   0.27386,  -0.63616,   0.44420,   0.59854,   0.00910,  -0.21952,   0.09815,  -0.22519,  -0.21570,  -0.27348,  -0.13190,  -0.49477,   0.25221,   0.10048,   0.08836,  -0.68278,   0.29662,   0.31876,  -0.30722,   0.02218,   0.23368,  -0.33434,   0.39923,   0.16807,  -0.54648,   0.04763,  -0.29095,   0.19290,   0.19690,   0.74815,  -0.29520,  -0.07964,   0.21237,  -0.01738,   0.31255,  -0.09498,  -0.01770,   0.16679,   0.51918,   0.21258,   0.15692,  -0.01802,  -0.30548,   0.07963,   0.07775,   0.19601,  -0.04198,  -0.29649,   0.03899,   0.05496,   0.36802,  -0.17622,  -0.54327,  -0.09721,   0.68315,  -0.12328,   0.38100,   0.63309,  -0.11164,   0.47140,   0.46428,  -0.38653,   0.09638,  -0.09452,   0.80911,   0.12496,  -0.13854,  -0.41026,   0.72481,  -0.10974,   0.34763,   0.22266,  -0.29486,   0.22661,  -0.09422,   0.12253,  -0.05513,  -0.15616,  -0.18991,   0.00535,  -0.09177,   0.07946,  -0.66070,  -0.65009,   0.27657,   0.46835,   0.93878,   0.16215,   0.40940,   0.29278,  -0.00928,  -0.49321,   0.00000
   0.17202,   0.02486,  -0.27188,   0.00155,  -0.21866,  -0.08123,  -0.09884,  -0.15588,  -0.04014,   0.31452,   0.06499,   0.24832,  -0.28038,  -0.39345,   0.05890,  -0.28958,  -0.10706,  -0.29809,   0.37635,  -0.21898,   0.15443,   0.12598,   0.02783,   0.10139,   0.16400,  -0.35523,   0.07075,   0.07448,  -0.03493,  -0.25319,   0.26655,   0.09385,  -0.14652,   0.02419,  -0.18297,   0.22940,   0.15297,  -0.48698,   0.08267,   0.30434,  -0.03633,  -0.13884,  -0.06823,  -0.27817,  -0.14084,   0.08722,   0.05049,  -0.37223,  -0.19249,   0.03581,   0.17287,  -0.10555,   0.08022,   0.13404,  -0.14688,  -0.02599,   0.09129,  -0.32788,   0.00221,   0.13362,  -0.28438,   0.18397,  -0.27925,  -0.04099,   0.05120,   0.26327,  -0.32989,  -0.23753,  -0.01193,   0.14773,   0.18948,  -0.02572,   0.02617,  -0.19454,   0.28543,   0.03149,   0.08627,   0.00284,   0.00996,  -0.00209,   0.05421,   0.06259,  -0.13116,   0.07537,   0.10307,   0.18565,   0.25119,  -0.14184,  -0.05097,   0.07994,   0.24247,   0.06568,   0.10267,   0.14286,  -0.07664,   0.22516,   0.13198,  -0.13096,   0.06964,  -0.05021,   0.03481,   0.07352,   0.02297,  -0.12715,   0.24531,  -0.05146,   0.08530,   0.12868,  -0.02991,   0.05932,   0.09169,   0.02290,  -0.01898,  -0.24299,  -0.08277,  -0.03290,  -0.05638,   0.06318,  -0.23449,  -0.17687,   0.17297,   0.26217,   0.24140,   0.00022,   0.01752,   0.12955,  -0.06466,  -0.14383,   0.00000
   0.11954,  -0.70173,  -1.60971,   1.27115,  -0.44813,  -0.45160,  -0.17156,  -0.55954,   0.03702,   0.27081,   0.56744,   1.04639,  -0.66991,  -0.55064,  -0.31188,  -1.03493,  -0.31404,  -1.05598,   0.65520,  -1.69339,   0.14283,  -0.21283,   1.23683,  -0.07830,   0.60301,  -0.19724,   0.62841,   0.16460,  -0.54436,  -0.49215,  -0.42318,   0.47680,   0.01094,   0.80572,  -0.87861,   0.54244,   0.77779,  -1.65011,   0.54818,   0.87416,  -0.16907,  -0.61063,   0.41620,   0.44038,   0.12435,  -0.42508,  -0.20730,  -0.51285,   0.60010,   0.08411,  -0.17720,  -1.40723,   1.25338,  -0.17229,  -0.56426,   0.33333,   0.48269,  -1.05957,   0.66867,  -0.14219,  -0.12980,   0.01814,  -0.16538,   0.78799,   0.40689,   1.25089,   0.20402,  -0.23436,   0.46537,  -0.57602,   1.00474,  -0.06750,   0.39596,  -0.13711,   1.32004,   0.80763,   0.20886,   0.59747,  -0.71480,   0.10793,   0.01134,   0.37823,  -0.33162,  -0.12475,  -0.14111,  -0.08954,   0.52956,  -0.24501,  -1.13445,  -0.07096,   1.45520,   0.19944,   0.81682,   1.90648,  -0.61894,   0.84197,   1.57108,  -1.13823,   0.67852,  -0.32703,   1.04069,   0.05376,  -0.18464,  -0.48417,   1.81539,  -0.56760,   0.98819,   1.17121,  -0.36783,  -0.12384,  -0.87430,  -0.30855,   0.33423,   0.34144,  -0.05324,   0.64669,  -0.02965,   0.68225,  -1.42125,  -1.03264,   0.45414,   0.26432,   2.05746,   0.52805,   1.10677,   0.71941,  -0.74950,  -0.40840,   0.00000
   1.00448,   0.64291,  -1.51279,   0.01432,  -0.11412,  -0.31941,   0.48823,  -0.21917,   0.95058,   0.58198,  -0.53287,   0.81946,  -1.00950,   0.88021,  -0.15427,  -0.10169,  -0.74353,  -0.82574,   0.65784,  -1.00520,   0.75967,  -0.96942,   0.75484,   0.98483,   0.79329,  -0.85629,  -0.96409,  -0.06698,  -0.55405,  -0.47643,   1.12501,   0.47936,   0.87174,   1.57048,  -0.32898,   0.19420,   1.14736,  -1.55320,  -1.29253,   0.57460,  -0.21436,  -2.15119,   0.72839,   0.74632,   1.29621,   1.54914,   1.54442,  -1.32546,   0.72217,   0.95089,   1.35311,  -1.20645,  -0.27053,  -0.80640,  -1.04436,   0.35211,   1.09731,  -0.76380,  -0.91312,   0.08578,   0.13941,   1.29056,  -0.85208,   0.62572,   0.82948,   1.66504,  -0.66818,  -0.55021,  -0.00745,  -0.42470,   1.32216,   0.57542,   0.01627,  -0.74601,   1.10456,   1.10204,  -0.56720,   0.23390,  -0.91787,   0.25164,  -0.48108,   0.66076,   0.35093,   0.41082,  -0.40949,   1.05999,   1.38338,  -0.55005,  -0.01770,  -0.52585,   0.75161,   0.90719,  -0.23259,   0.29424,  -0.57833,   0.50204,  -0.25213,  -1.15517,   0.70312,   0.36266,   0.05859,  -0.28022,  -1.05584,   0.05297,   0.61458,  -0.62095,   1.84727,   0.21262,  -0.25825,  -0.43475,  -0.21440,  -0.07815,  -0.18407,   0.78226,  -0.65107,  -0.19526,  -1.63644,  -0.75164,  -0.51509,  -1.44510,  -0.43990,  -0.20854,   0.96329,   0.14931,   1.99373,  -0.21266,  -0.99204,   0.83409,   0.00000
   0.71308,  -0.08325,   0.37453,  -0.70555,  -0.72987,   0.29601,  -0.26897,  -0.73466,  -1.53191,   0.31164,  -1.15225,  -1.29087,   0.18182,   0.32371,   0.96235,  -1.52345,   0.61262,  -0.36989,   0.09269,  -1.16038,   1.33032,  -0.45164,  -0.33365,  -2.21270,  -0.74696,  -0.54373,  -1.48623,   0.63305,  -0.99110,   0.90911,  -1.13431,   0.48221,  -0.06669,  -1.04572,   2.62568,  -0.34631,  -0.22309,   0.54791,  -1.28770,   0.54639,  -1.30106,   0.86927,  -1.87307,  -1.05505,  -0.88361,   0.53575,   1.00972,   1.82249,   0.02693,   0.02708,   0.07321,   1.15915,  -0.10035,   2.16283,  -0.76618,  -0.92579,  -1.09688,   2.62727,  -1.10680,  -0.58106,   0.31185,  -1.35755,  -0.55750,   0.20222,  -1.06921,  -1.95444,   0.12366,   1.74665,   0.05228,  -1.06793,   0.48383,   0.27000,  -0.92200,   0.60925,  -0.54260,   0.00969,   1.60249,  -0.15574,  -0.80525,   0.16211,   0.20102,   0.20005,  -0.22435,   0.31125,   0.77117,  -0.71868,  -0.49446,   1.16702,   0.30484,   0.36465,  -0.27991,  -0.55202,  -0.20435,   0.79931,   0.40285,   0.54060,   0.54212,   1.67059,  -0.70750,  -0.07001,  -3.07703,  -0.51684,   0.09173,  -1.31730,   0.72513,   1.23441,  -1.10550,  -0.24411,   0.45932,  -0.91924,   0.14821,   0.55276,  -1.85730,   0.90599,  -0.85252,   0.91190,  -1.13445,   0.76369,   0.56555,  -0.36729,   0.13879,  -0.40318,  -0.00791,  -1.00942,  -3.64056,  -0.26864,  -0.73530,   0.33985,   2.00000
